name,severity,cloudProvider,targetNativeTypes,matcherTypes
SageMaker Data Quality Job communications between instances used for monitoring jobs should be encrypted,MEDIUM,AWS,,TERRAFORM
IAM User should not allow privilege escalation by action 'iam:AttachGroupPolicy',MEDIUM,AWS,user,TERRAFORM
EBS Volume Encryption Disabled,MEDIUM,AWS,,ANSIBLE
IAM User should not allow privilege escalation by action 'iam:CreateLoginProfile',MEDIUM,AWS,user,TERRAFORM
Classic Load Balancer SSL certificate expiring within 90 days should be renewed,LOW,AWS,loadBalancerv1,CLOUD
Classic Load Balancer should use TLS version 1.2 or higher,MEDIUM,AWS,loadBalancerv1,"CLOUD, TERRAFORM, CLOUD_FORMATION"
Lambda function should have a unique IAM Role,MEDIUM,AWS,lambda,"CLOUD_FORMATION, CLOUD_FORMATION"
EMR cluster should use Kerberos authentication,MEDIUM,AWS,ElasticMapReduce,"CLOUD, TERRAFORM"
S3 Bucket SSE Disabled,HIGH,AWS,,ANSIBLE
CloudWatch Alarm should monitor network gateways,LOW,AWS,metricfilteralarm,TERRAFORM
DynamoDB Table should be encrypted with a customer-managed key,MEDIUM,AWS,dynamoDB/table,TERRAFORM
AMI copy should be encrypted,MEDIUM,AWS,,TERRAFORM
IAM User should not allow privilege escalation by action 'iam:SetDefaultPolicyVersion',MEDIUM,AWS,user,TERRAFORM
CloudWatch Alarm should monitor IAM Policies changes,HIGH,AWS,metricfilteralarm,TERRAFORM
ELB Security Group should have inbound rules,LOW,AWS,"loadBalancerv2/application, loadBalancerv2/network, loadBalancerv2/gateway, loadBalancerv1",CLOUD_FORMATION
RDS MSSQL Server instance logs should be published to CloudWatch,LOW,AWS,rds/MSSQLServer/instance,"CLOUD, TERRAFORM"
Region should not have Macie suspended,MEDIUM,AWS,region,CLOUD
VPC NACL should not allow unrestricted FTP access,MEDIUM,AWS,networkAcl,TERRAFORM
Unused Security Group should be deleted,LOW,AWS,securityGroup,TERRAFORM
Classic Load Balancer should use secure SSL ciphers,HIGH,AWS,loadBalancerv1,"CLOUD, CLOUD_FORMATION, TERRAFORM"
IAM Group should contain users,LOW,AWS,group,"TERRAFORM, ANSIBLE, CLOUD_FORMATION"
SageMaker Data Quality Job data on attached storage volume should be encrypted,MEDIUM,AWS,,TERRAFORM
DLM cross-region schedule should be encrypted with a customer-managed key,MEDIUM,AWS,,TERRAFORM
Comprehend Entity Recognizer volume should be encrypted with a customer-managed key,MEDIUM,AWS,comprehend#entityrecognizer,TERRAFORM
EC2 instance with an upcoming system maintenance scheduled event,INFORMATIONAL,AWS,virtualMachine,CLOUD
Neptune Cluster copy tags to snapshots should be enabled,LOW,AWS,rds/AmazonNeptune/cluster,"CLOUD, TERRAFORM"
ELB Security Group should have outbound rules,LOW,AWS,"loadBalancerv2/application, loadBalancerv2/network, loadBalancerv2/gateway, loadBalancerv1",CLOUD_FORMATION
SQS With SSE Disabled,MEDIUM,AWS,,ANSIBLE
Private ECR Repository should have IAM permission statements,LOW,AWS,repository,TERRAFORM
S3 Bucket containing CloudTrail log files should have logging enabled,LOW,AWS,bucket,TERRAFORM
OpenSearch Serverless Collection should have Data Access Policy,MEDIUM,AWS,aoss#collection,"CLOUD, TERRAFORM"
Security Group Ingress Not Restricted,HIGH,AWS,,ANSIBLE
Backup Gateway should have a VPC Endpoint configured,MEDIUM,AWS,backupgateway#gateway,CLOUD
DB Instance Snapshot Copy should be encrypted with a customer-managed key,MEDIUM,AWS,,TERRAFORM
Application Load Balancer target group should use only HTTPS protocol,MEDIUM,AWS,loadBalancerv2/application,TERRAFORM
ELBv2 SSL certificate expiring within 30 days should be renewed,LOW,AWS,"loadBalancerv2/application, loadBalancerv2/network",CLOUD
Neptune DB Cluster Snapshot should be encrypted with a customer-managed key,MEDIUM,AWS,rds#clustersnapshot,TERRAFORM
CloudSearch domain TLS policy should be the latest,MEDIUM,AWS,cloudSearch#domain,TERRAFORM
Security Group With Unrestricted Access To SSH,HIGH,AWS,,ANSIBLE
Elastic Load Balancer should have desync mitigation,MEDIUM,AWS,"loadBalancerv2/application, loadBalancerv1","CLOUD, TERRAFORM"
Backup Plan Rule includes EFS resources,INFORMATIONAL,AWS,backup#backuprule,CLOUD
EMR cluster encryption in transit should be enabled,MEDIUM,AWS,ElasticMapReduce,"CLOUD, TERRAFORM"
Classic Load Balancer should use the latest predefined security policy,MEDIUM,AWS,loadBalancerv1,"CLOUD, TERRAFORM"
IAM Role should not allow privilege escalation by action 'iam:PutGroupPolicy',MEDIUM,AWS,role,TERRAFORM
RDS global cluster should be encrypted,MEDIUM,AWS,"rds/AmazonAuroraMySQL/cluster, rds/AmazonAuroraPostgreSQL/cluster",TERRAFORM
Resource Policy should contain a Principal,LOW,AWS,resourcePolicy,TERRAFORM
CloudWatch Alarm should monitor route tables,LOW,AWS,metricfilteralarm,TERRAFORM
ECS Task Definition should not use container environment variables with exposed secrets,MEDIUM,AWS,taskDefinition,CLOUD
Lambda function should have a dead letter queue,LOW,AWS,lambda,"CLOUD_FORMATION, CLOUD_FORMATION"
IAM Group should not allow privilege escalation by action 'iam:PutRolePolicy',MEDIUM,AWS,group,TERRAFORM
DocumentDB cluster should not a have master password in plaintext,MEDIUM,AWS,rds/AmazonDocDB/cluster,CLOUD_FORMATION
IAM User should not allow privilege escalation by action 'iam:PutRolePolicy',MEDIUM,AWS,user,TERRAFORM
IAM User should not allow privilege escalation by actions 'ec2:RunInstances' And 'iam:PassRole',MEDIUM,AWS,user,TERRAFORM
DMS Replication Instance should use a customer-managed key,MEDIUM,AWS,dms#rep,TERRAFORM
ElastiCache Without VPC,LOW,AWS,,ANSIBLE
Classic Load Balancer SSL/HTTPS listeners should use a certificate provided by ACM,MEDIUM,AWS,loadBalancerv1,"CLOUD, TERRAFORM"
Cloudfront Viewer Protocol Policy Allows HTTP,HIGH,AWS,,ANSIBLE
IAM Password Without Number,MEDIUM,AWS,,ANSIBLE
ACM certificate should use a minimum of 2048-bit key for RSA certificates,MEDIUM,AWS,acm#certificate,"CLOUD, TERRAFORM"
ECS Task definitions EFS volumes Encryption in transit should be enabled,MEDIUM,AWS,taskDefinition,TERRAFORM
Amplify Branch basic Auth config password should not be exposed,MEDIUM,AWS,,CLOUD_FORMATION
CloudWatch Alarm should monitor root account usage,HIGH,AWS,metricfilteralarm,TERRAFORM
Redshift Serverless namespace should be encrypted with a customer-managed key,MEDIUM,AWS,redshiftserverless#workgroup,TERRAFORM
RDS Oracle instance should use 'Transparent Data Encryption' (TDE),MEDIUM,AWS,rds/Oracle/instance,"CLOUD, TERRAFORM"
Network firewall should be encrypted with a customer-managed key,MEDIUM,AWS,,TERRAFORM
Lambda function should be configured with a function-level concurrent execution limit,MEDIUM,AWS,lambda,TERRAFORM
Redis Not Compliant,HIGH,AWS,,ANSIBLE
Default VPC should not exist,MEDIUM,AWS,vpc,TERRAFORM
Secret policy should not be overly permissive,MEDIUM,AWS,secret,TERRAFORM
Glue policy should not be overly permissive,MEDIUM,AWS,glue,TERRAFORM
"IAM User should not allow privilege escalation by actions 'datapipeline:CreatePipeline', 'datapipeline:PutPipelineDefinition', and 'iam:PassRole'",MEDIUM,AWS,user,TERRAFORM
"S3 Bucket CORS Rules should not allow all methods, all headers or several origins",HIGH,AWS,bucket,"CLOUD_FORMATION, ANSIBLE, TERRAFORM"
Connect Instance Kinesis Video Stream storage config should use customer-managed key,MEDIUM,AWS,connect#instance,TERRAFORM
Route Table should not use the default routing setting,MEDIUM,AWS,,CLOUD_FORMATION
S3 Bucket Without Server-side-encryption,HIGH,AWS,,ANSIBLE
Public Port Wide,HIGH,AWS,,ANSIBLE
EC2 Not EBS Optimized,INFORMATIONAL,AWS,,"ANSIBLE, TERRAFORM"
Redshift Cluster should be deployed in a VPC,MEDIUM,AWS,redshift,TERRAFORM
IAM Password Without Minimum Length,MEDIUM,AWS,,ANSIBLE
SageMaker Notebook Instance should be encrypted using a customer-managed key,MEDIUM,AWS,sagemaker#notebookinstanceupdated,TERRAFORM
Security Group should be attached to a VPC,MEDIUM,AWS,securityGroup,CLOUD_FORMATION
GuardDuty DNS Logs should be enabled,LOW,AWS,guardduty,"CLOUD, TERRAFORM"
IAM Policy Grants Full Permissions,HIGH,AWS,,ANSIBLE
AMI Not Encrypted,HIGH,AWS,,ANSIBLE
EMR cluster logs should be uploaded to an S3 bucket,MEDIUM,AWS,ElasticMapReduce,"CLOUD, TERRAFORM"
Lambda function permissions delegated to AWS services should be limited by SourceArn or SourceAccount,MEDIUM,AWS,lambda,TERRAFORM
Backup Plan Rule includes CloudFormation resources,INFORMATIONAL,AWS,backup#backuprule,CLOUD
SageMaker Endpoint Configuration encryption should be enabled,MEDIUM,AWS,,"CLOUD_FORMATION, TERRAFORM"
Config should be enabled in all regions,MEDIUM,AWS,config,TERRAFORM
Amplify App basic Auth config password should not be exposed,MEDIUM,AWS,,CLOUD_FORMATION
IAM User should not allow privilege escalation by action 'glue:UpdateDevEndpoint',MEDIUM,AWS,user,TERRAFORM
EventBridge Schedule should be encrypted with customer-managed key,MEDIUM,AWS,scheduler#schedule,TERRAFORM
Certificate Has Expired,MEDIUM,AWS,,ANSIBLE
API Gateway Endpoint Config is Not Private,MEDIUM,AWS,,ANSIBLE
IAM Role should not allow all principals and services to assume,HIGH,AWS,role,"CLOUD, TERRAFORM"
IoT resource policy should not allow all actions,MEDIUM,AWS,,CLOUD_FORMATION
EC2 instance should not use the default VPC,LOW,AWS,virtualMachine,"CLOUD_FORMATION, ANSIBLE, TERRAFORM"
IAM Password Without Uppercase Letter,MEDIUM,AWS,,ANSIBLE
MemoryDB Cluster should be encrypted at rest with a customer-managed key,MEDIUM,AWS,memorydb#cluster,TERRAFORM
EC2 instance with an upcoming instance retirement scheduled event,INFORMATIONAL,AWS,virtualMachine,CLOUD
RDS instance event subscription should be enabled,LOW,AWS,"rds/Cluster/MySQL/instance, rds/Cluster/PostgreSQL/instance, rds/MariaDB/instance, rds/MySQL/instance, rds/Oracle/instance, rds/PostgreSQL/instance, rds/MSSQLServer/instance, rds/AmazonAuroraMySQL/instance",CLOUD
DMS Replication Instance automatic minor version upgrade should be enabled,MEDIUM,AWS,dms#rep,"CLOUD, TERRAFORM"
Secure Ciphers Disabled,HIGH,AWS,,ANSIBLE
ElastiCache for Redis replication group before version 6.0 should use Redis AUTH,MEDIUM,AWS,elastiCache/Redis/cluster,"CLOUD, TERRAFORM"
Password Without Reuse Prevention,MEDIUM,AWS,,ANSIBLE
RDS PostgreSQL cluster audit logging should be enabled,LOW,AWS,clusterpg,"CLOUD, TERRAFORM"
"IAM Role should not allow privilege escalation by actions 'lambda:CreateFunction', 'iam:PassRole' and 'lambda:InvokeFunction'",MEDIUM,AWS,role,TERRAFORM
ECS Service should have running tasks,MEDIUM,AWS,ecs#service,"TERRAFORM, CLOUD_FORMATION, ANSIBLE"
IAM Access Key Is Exposed,MEDIUM,AWS,,ANSIBLE
Redshift Cluster automatic upgrades to major versions should be enabled,MEDIUM,AWS,redshift,"CLOUD, TERRAFORM"
CloudTrail S3 Bucket should not be publicly accessible,HIGH,AWS,bucket,TERRAFORM
RDS MariaDB instance logs should be published to CloudWatch,LOW,AWS,rds/MariaDB/instance,"CLOUD, TERRAFORM"
CloudWatch Alarm should monitor AWS Config,LOW,AWS,metricfilteralarm,TERRAFORM
IAM User should not allow privilege escalation by action 'iam:PutGroupPolicy',MEDIUM,AWS,user,TERRAFORM
IAM Group should not allow privilege escalation by action 'iam:CreateLoginProfile',MEDIUM,AWS,group,TERRAFORM
EMR cluster local disk should be encrypted with a custom key provider,MEDIUM,AWS,ElasticMapReduce,"CLOUD, TERRAFORM"
S3 Bucket object copy should be encrypted with a customer-managed key,MEDIUM,AWS,bucket,TERRAFORM
Launch Configuration user data shell script should be undefined or not script,HIGH,AWS,,"CLOUD_FORMATION, TERRAFORM, ANSIBLE"
Misconfigured Password Policy Expiration,MEDIUM,AWS,,ANSIBLE
REST API Gateway deployment should be associated with a usage plan,LOW,AWS,apiGateway,"CLOUD_FORMATION, TERRAFORM"
IAM User should not allow privilege escalation by action 'iam:AddUserToGroup',MEDIUM,AWS,user,TERRAFORM
IAM Role should not allow privilege escalation by action 'iam:CreateLoginProfile',MEDIUM,AWS,role,TERRAFORM
CloudWatch logs destination policy should not be overly permissive,MEDIUM,AWS,,TERRAFORM
"IAM Role should not allow privilege escalation by actions 'datapipeline:CreatePipeline', 'datapipeline:PutPipelineDefinition', and 'iam:PassRole'",MEDIUM,AWS,role,TERRAFORM
IAM User should not allow privilege escalation by action 'iam:UpdateLoginProfile',MEDIUM,AWS,user,TERRAFORM
"IAM Group should not allow privilege escalation by actions 'datapipeline:CreatePipeline', 'datapipeline:PutPipelineDefinition', and 'iam:PassRole'",MEDIUM,AWS,group,TERRAFORM
Public and private EC2 instances should not share the same role,MEDIUM,AWS,virtualMachine,TERRAFORM
SageMaker Data Quality Job model artifacts should be encrypted,MEDIUM,AWS,,TERRAFORM
AMI (Machine Image) should define the default use of Instance Metadata Service v2 (IMDSv2),MEDIUM,AWS,ami,CLOUD
DMS Redis endpoints TLS should be enabled,MEDIUM,AWS,dms#rep,"CLOUD, TERRAFORM"
Redshift Publicly Accessible,HIGH,AWS,,ANSIBLE
Image Builder component should be encrypted with a customer-managed Key,MEDIUM,AWS,,TERRAFORM
CodeCommit Branch changes should have at least 2 approvals,MEDIUM,AWS,,TERRAFORM
Default Security Group attached to a VPC should not allow all traffic,HIGH,AWS,securityGroup,TERRAFORM
Backup Vault should be encrypted at rest using a customer-managed key,MEDIUM,AWS,backupvault,TERRAFORM
DLM cross-region copy should be encrypted with a customer-managed key,MEDIUM,AWS,,TERRAFORM
VPC should be protected by a network firewall,MEDIUM,AWS,vpc,"CLOUD_FORMATION, TERRAFORM"
IAM Group should not allow privilege escalation by action 'iam:CreatePolicyVersion',MEDIUM,AWS,group,TERRAFORM
EC2 instance should not launch in EC2-Classic,HIGH,AWS,virtualMachine,"CLOUD, TERRAFORM, ANSIBLE, CLOUD_FORMATION"
SES policy should not be overly permissive,MEDIUM,AWS,"sesEmailAddressIdentity, sesDomainIdentity","TERRAFORM, ANSIBLE"
ELBv2 cross-zone load balancing should be enabled,MEDIUM,AWS,"loadBalancerv2/network, loadBalancerv2/gateway",TERRAFORM
AWS Machine Image should be encrypted with a customer-managed key,MEDIUM,AWS,ami,TERRAFORM
EKS Node Group remote access should be restricted,HIGH,AWS,,"TERRAFORM, CLOUD_FORMATION"
IAM Policies With Full Privileges,HIGH,AWS,,ANSIBLE
IAM User password should not be configured during resource creation,LOW,AWS,user,TERRAFORM
Apache Airflow Environment web server logging should be enabled,LOW,AWS,mwaa#environment,TERRAFORM
IAM User should not allow privilege escalation by action 'iam:CreateAccessKey',MEDIUM,AWS,user,TERRAFORM
IAM Role should not allow privilege escalation by action 'lambda:UpdateFunctionCode',MEDIUM,AWS,role,TERRAFORM
IAM Group should not allow privilege escalation by actions 'glue:CreateDevEndpoint' and 'iam:PassRole',MEDIUM,AWS,group,TERRAFORM
ELB Using Insecure Protocols,HIGH,AWS,,ANSIBLE
EMR cluster S3 client-side encryption should use a KMS key,MEDIUM,AWS,ElasticMapReduce,"CLOUD, TERRAFORM"
Ensure MWAA environment has scheduler logs enabled,MEDIUM,AWS,mwaa#environment,TERRAFORM
Memcached Disabled,MEDIUM,AWS,,ANSIBLE
IAM Group should not allow privilege escalation by action 'iam:AttachRolePolicy',MEDIUM,AWS,group,TERRAFORM
RDS Cluster Activity Streams should be encrypted with a customer-managed key,MEDIUM,AWS,,TERRAFORM
Ensure API Gateway method setting caching is enabled,MEDIUM,AWS,,TERRAFORM
IAM Role should not allow privilege escalation by action 'iam:CreatePolicyVersion',MEDIUM,AWS,role,TERRAFORM
Backup Plan Rule includes SAP HANA on Amazon EC2 resources,INFORMATIONAL,AWS,backup#backuprule,CLOUD
Launch Configuration user data should not contain an encoded private key,HIGH,AWS,,"CLOUD_FORMATION, TERRAFORM, ANSIBLE"
SQS Queue policy with Allow effect should not contain a NotAction element,MEDIUM,AWS,sqs,CLOUD_FORMATION
SQS Queue policy with Allow effect should not contain a NotPrincipal element,MEDIUM,AWS,sqs,CLOUD_FORMATION
AWS FSx for NetApp ONTAP should be encrypted with a customer-managed key,MEDIUM,AWS,,TERRAFORM
ECS Task Definition task role should be configured,MEDIUM,AWS,,CLOUD_FORMATION
ECS Service role should not be an inline policy,MEDIUM,AWS,ecs#service,CLOUD_FORMATION
Redshift Not Encrypted,HIGH,AWS,,ANSIBLE
Neptune Cluster should be encrypted with a customer managed Key,MEDIUM,AWS,rds/AmazonNeptune/cluster,TERRAFORM
Glue security configuration encryption should be enabled,HIGH,AWS,,TERRAFORM
IAM Role should not allow privilege escalation by actions 'cloudformation:CreateStack' and 'iam:PassRole',MEDIUM,AWS,role,TERRAFORM
CloudFront response header policy should enforce strict transport security,MEDIUM,AWS,,TERRAFORM
CloudFormation Template should not specify credentials,HIGH,AWS,cloudformationTemplate,CLOUD_FORMATION
IAM Group should not allow privilege escalation by actions 'ec2:RunInstances' and 'iam:PassRole',MEDIUM,AWS,group,TERRAFORM
EC2 Security Group allowing access to a sensitive port should not be exposed to a wide private network,MEDIUM,AWS,securityGroup,TERRAFORM
Amplify App OAuth token should not be exposed,MEDIUM,AWS,,CLOUD_FORMATION
CloudTrail Log File Validation Disabled,LOW,AWS,,ANSIBLE
IAM User should not allow privilege escalation by action 'iam:CreatePolicyVersion',MEDIUM,AWS,user,TERRAFORM
QLDB Ledger permissions mode should be set to 'STANDARD',MEDIUM,AWS,qldb#ledger,TERRAFORM
IAM Role should not allow privilege escalation by actions 'ec2:RunInstances' and 'iam:PassRole',MEDIUM,AWS,role,TERRAFORM
Auto Scaling Group launch configuration should have a metadata response hop limit equal to 1,HIGH,AWS,autoScalingGroup,CLOUD
AMI copy should use a customer-managed key,MEDIUM,AWS,ami,TERRAFORM
Backup Plan Rule includes DynamoDB resources,INFORMATIONAL,AWS,backup#backuprule,CLOUD
EKS Cluster Kubernetes version should be supported,MEDIUM,AWS,cluster,CLOUD
CloudWatch Alarm should monitor CloudTrail configuration changes,MEDIUM,AWS,metricfilteralarm,TERRAFORM
Automatic Minor Upgrades Disabled,LOW,AWS,,ANSIBLE
DLM cross-region schedule should be encrypted,MEDIUM,AWS,,TERRAFORM
Cloudfront distribution should be enabled,LOW,AWS,cloudfront,TERRAFORM
CA Certificate Identifier Is Outdated,HIGH,AWS,,ANSIBLE
Amazon Connect Wisdom server-side encryption should be encrypted with KMS,MEDIUM,AWS,connect#instance,CLOUD
CloudTrail Event Data Store should use a customer-managed key,MEDIUM,AWS,,TERRAFORM
API Gateway Without SSL Certificate,MEDIUM,AWS,,ANSIBLE
Neptune Graph public connectivity should be disabled,HIGH,AWS,neptune-graph#graph,CLOUD
DMS Neptune endpoints IAM authentication should be enabled,MEDIUM,AWS,dms#rep,CLOUD
EKS node group should not have SSH access from 0.0.0.0/0,HIGH,AWS,,TERRAFORM
CloudTrail Not Integrated With CloudWatch,MEDIUM,AWS,,ANSIBLE
Ensure Create before destroy for API deployments,MEDIUM,AWS,,TERRAFORM
SQS Queue Exposed,HIGH,AWS,,ANSIBLE
Amazon Connect contact flow logs should be enabled,LOW,AWS,connect#instance,CLOUD
Resource should be protected by Shield Advanced,LOW,AWS,shield#protection,"CLOUD_FORMATION, TERRAFORM"
Kinesis Data Firehose should be encrypted with a customer-managed key,MEDIUM,AWS,kinesisDataFirehose,TERRAFORM
Lambda function should not be publicly accessible,MEDIUM,AWS,lambda,TERRAFORM
RDS should use a certificate authority to sign the DB server certificate,MEDIUM,AWS,"rds/MySQL/instance, rds/Oracle/instance, rds/PostgreSQL/instance, rds/MSSQLServer/instance, rds/AmazonAuroraMySQL/instance",TERRAFORM
DMS MongoDB endpoint password should not be exposed,MEDIUM,AWS,dms#rep,CLOUD_FORMATION
IAM User should not allow privilege escalation by actions 'cloudformation:CreateStack' and 'iam:PassRole',MEDIUM,AWS,user,TERRAFORM
Database instance last restorable time should be less than a week,HIGH,AWS,"rds/MSSQLServer/instance, rds/MySQL/instance, rds/Cluster/MySQL/instance, rds/Oracle/instance, rds/PostgreSQL/instance, rds/Cluster/PostgreSQL/instance, rds/MariaDB/instance",CLOUD
Route 53 DNS Record should have a resource record,MEDIUM,AWS,dnsRecord,"ANSIBLE, TERRAFORM, CLOUD_FORMATION"
MSK Cluster in transit encryption should be enabled,MEDIUM,AWS,kafka,"CLOUD, CLOUD_FORMATION, TERRAFORM"
RDS PostgresSQL Cluster version is on extended support,INFORMATIONAL,AWS,"rds/AmazonAuroraPostgreSQL/cluster, clusterpg",CLOUD
DMS S3 Endpoint should use a customer-managed key,MEDIUM,AWS,,TERRAFORM
Transfer Family Server endpoint connection should not use the FTP protocol,MEDIUM,AWS,transfer#server,"CLOUD, TERRAFORM"
DB Security Group should not be open to large scope,MEDIUM,AWS,,"CLOUD_FORMATION, TERRAFORM, ANSIBLE"
Server certificates managed by AWS IAM should not be compromised by the Heartbleed bug,HIGH,AWS,"iam#servercertificate, acm#certificate",CLOUD
IAM Group should not allow privilege escalation by action 'lambda:UpdateFunctionCode',MEDIUM,AWS,group,TERRAFORM
RDS instance should be deployed in a VPC,MEDIUM,AWS,"rds/Cluster/PostgreSQL/instance, rds/AmazonAuroraPostgreSQL/instance, rds/Cluster/MySQL/instance, rds/MSSQLServer/instance, rds/MariaDB/instance, rds/Oracle/instance, rds/MySQL/instance, rds/PostgreSQL/instance, rds/AmazonAuroraMySQL/instance",CLOUD
Network Firewall deletion protection should be enabled,MEDIUM,AWS,,TERRAFORM
IAM User should not allow privilege escalation by actions 'iam:UpdateAssumeRolePolicy' And 'sts:AssumeRole',MEDIUM,AWS,user,TERRAFORM
DocumentDB Cluster Snapshot should not be public,HIGH,AWS,rds#clustersnapshot,CLOUD
IAM Group should not allow privilege escalation by action 'iam:AttachGroupPolicy',MEDIUM,AWS,group,TERRAFORM
S3 Bucket Allows List Action From All Principals,HIGH,AWS,,ANSIBLE
S3 Bucket policy should not be overly permissive to VPC endpoints,MEDIUM,AWS,bucket,CLOUD
Neptune Cluster automated backups should be enabled and have an adequate retention period,MEDIUM,AWS,rds/AmazonNeptune/cluster,"CLOUD, TERRAFORM"
IAM Role should not allow privilege escalation by action 'iam:SetDefaultPolicyVersion',MEDIUM,AWS,role,TERRAFORM
Config rule for encrypted volumes should be enabled,MEDIUM,AWS,,"TERRAFORM, ANSIBLE, CLOUD_FORMATION"
Application Load Balancer should be integrated with a WAF,MEDIUM,AWS,loadBalancerv2/application,"TERRAFORM, CLOUD_FORMATION"
API Gateway With CloudWatch Logging Disabled,MEDIUM,AWS,,ANSIBLE
Backup Plan Rule includes EC2 resources,INFORMATIONAL,AWS,backup#backuprule,CLOUD
DocumentDB cluster data encryption in-transit should be enabled,MEDIUM,AWS,rds/AmazonDocDB/cluster,"CLOUD, TERRAFORM"
CodePipeline Artifact store should be using a customer-managed key,MEDIUM,AWS,,TERRAFORM
KMS Key With Full Permissions,HIGH,AWS,,ANSIBLE
EMR cluster encryption should be enabled,MEDIUM,AWS,ElasticMapReduce,"CLOUD, CLOUD_FORMATION, TERRAFORM"
RDS instance should not be associated with a public subnet,HIGH,AWS,rds/MSSQLServer/instance,"CLOUD_FORMATION, TERRAFORM, ANSIBLE"
ECS Cluster should encrypt client to container communication with a customer-managed key,MEDIUM,AWS,ecs,TERRAFORM
CloudFront Without WAF,LOW,AWS,,ANSIBLE
ACM certificate transparency logging should be enabled,LOW,AWS,acm#certificate,"CLOUD, TERRAFORM"
CDN Configuration Is Missing,LOW,AWS,,ANSIBLE
Config configuration aggregator should be enabled on all regions,HIGH,AWS,,"TERRAFORM, ANSIBLE, CLOUD_FORMATION"
IAM Group should not allow privilege escalation by actions 'iam:UpdateAssumeRolePolicy' and 'sts:AssumeRole',MEDIUM,AWS,group,TERRAFORM
Q Business Application should be encrypted with a customer-managed key,MEDIUM,AWS,qbusiness#application,"CLOUD, TERRAFORM"
EFS should be encrypted with a customer-managed key,MEDIUM,AWS,elasticFileSystem,"CLOUD_FORMATION, ANSIBLE, TERRAFORM"
RDS MSSQL Server instance should use Transparent Data Encryption (TDE),MEDIUM,AWS,rds/MSSQLServer/instance,CLOUD
CloudWatch Alarm should monitor AWS Organization,MEDIUM,AWS,metricfilteralarm,TERRAFORM
IAM Group should not allow privilege escalation by action 'iam:AddUserToGroup',MEDIUM,AWS,group,TERRAFORM
EC2 instance with public IP address should not allow unrestricted traffic through subnets,HIGH,AWS,virtualMachine,CLOUD_FORMATION
"AWSSupportAccess IAM policy should be associated to a role, user and group",LOW,AWS,,CLOUD_FORMATION
Network Firewall policy should be encrypted with a customer-managed key,MEDIUM,AWS,,TERRAFORM
EMR cluster S3 server-side encryption should use a KMS key,MEDIUM,AWS,ElasticMapReduce,"CLOUD, TERRAFORM"
Lambda Permission Misconfigured,LOW,AWS,,ANSIBLE
SNS Topic Server-Side Encryption (SSE) should be enabled,MEDIUM,AWS,sns,"CLOUD, CLOUD_FORMATION, TERRAFORM"
Ensure Create before destroy for ACM certificates,MEDIUM,AWS,,TERRAFORM
IAM Group should not allow privilege escalation by action 'iam:PutUserPolicy',MEDIUM,AWS,group,TERRAFORM
Backup Plan Rule includes Redshift resources,INFORMATIONAL,AWS,backup#backuprule,CLOUD
EC2 instance should not use API keys,LOW,AWS,virtualMachine,TERRAFORM
CloudTrail Multi Region Disabled,MEDIUM,AWS,,"TERRAFORM, ANSIBLE"
DataSync Location Object Storage should not expose secrets,MEDIUM,AWS,,TERRAFORM
RDS Instance Replicated Backups should be encrypted at rest with a customer-managed key,MEDIUM,AWS,,TERRAFORM
ECS Fargate Service platform version should be the latest,MEDIUM,AWS,ecs#service,"CLOUD, TERRAFORM"
EFS Not Encrypted,HIGH,AWS,,ANSIBLE
IAM Role should not allow privilege escalation by actions 'glue:CreateDevEndpoint' and 'iam:PassRole',MEDIUM,AWS,role,TERRAFORM
CloudWatch Alarm should monitor VPCs,LOW,AWS,metricfilteralarm,TERRAFORM
DMS Endpoint password should not be exposed,MEDIUM,AWS,dms#rep,CLOUD_FORMATION
Ensure Create before destroy for API GATEWAY,MEDIUM,AWS,,TERRAFORM
OpenSearch (Elasticsearch) domain should be encrypted with a customer-managed key,MEDIUM,AWS,elasticSearchService,"TERRAFORM, CLOUD_FORMATION"
ECS Task Definition EFS transit encryption should be enabled,MEDIUM,AWS,,"TERRAFORM, CLOUD_FORMATION, CLOUD_FORMATION"
CloudWatch Alarm should monitor AWS KMS keys,MEDIUM,AWS,metricfilteralarm,TERRAFORM
DB Security Group should not allow all public IP addresses,HIGH,AWS,,"ANSIBLE, TERRAFORM, CLOUD_FORMATION"
IAM User should not allow privilege escalation by action 'lambda:UpdateFunctionCode',MEDIUM,AWS,user,TERRAFORM
IAM User password should not be in plaintext,MEDIUM,AWS,user,CLOUD_FORMATION
Backup Plan Rule includes Timestream resources,INFORMATIONAL,AWS,backup#backuprule,CLOUD
ECS Container CPU or memory should be valid,LOW,AWS,ecs#containerinstance,CLOUD_FORMATION
Kinesis Stream should be encrypted with a customer-managed key,MEDIUM,AWS,kinesis,TERRAFORM
IAM Role should not allow privilege escalation by action 'iam:AttachGroupPolicy',MEDIUM,AWS,role,TERRAFORM
Comprehend Entity Recognizer model should be encrypted with a customer-managed key,MEDIUM,AWS,comprehend#entityrecognizer,TERRAFORM
QuickSight account level dashboards public access should be disabled,HIGH,AWS,quicksight#accountSettings,CLOUD
IAM Role should not allow privilege escalation by action 'iam:CreateAccessKey',MEDIUM,AWS,role,TERRAFORM
IAM Group should not allow privilege escalation by action 'iam:CreateAccessKey',MEDIUM,AWS,group,TERRAFORM
